stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
212.0,1/1/2004,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",12.0,19.0,138.0,269.0,"Forest & Training Centre, Kidwai Nagar, Kanpur",,2004-01-01
,1/4/2005,Gujarat,Vapi,,Industrial Areas,21.6,48.7,128.0,194.0,GEB,,2005-04-01
,5/2/2005,Uttar Pradesh,Noida,,Industrial Areas,27.0,56.0,93.0,408.0,GEE-PEE,,2005-02-05
,1/5/2005,Gujarat,Vadodara,,Residential and others,10.2,20.1,76.0,172.0,GPCB Office,,2005-05-01
,4/1/2006,Andhra Pradesh,Visakhapatnam,,Residential and others,15.2,37.2,147.0,298.0,Ganapuram Area,,2006-01-04
,1/10/2005,Bihar,Patna,,Residential and others,8.4,43.3,98.0,244.0,Gandhi Maidan T C,,2005-10-01
284.0,1/2/2004,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",13.0,30.0,128.0,201.0,"Gandhi Maidan Test Centre,Patna",,2004-02-01
,1/8/2005,Rajasthan,Alwar,,Industrial Areas,7.9,5.3,150.0,260.0,Gaurav Solvex Ltd.,,2005-08-01
,1/4/2005,Jharkhand,Jamshedpur,,Industrial Areas,37.2,49.9,196.0,398.0,Golmuri Vehical TC,,2005-04-01
118,1/1/2004,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2.0,7.0,,400.0,"Gondhpur Industrial Area, Paonta Sahib",,2004-01-01
,4/2/2005,Himachal Pradesh,Paonta Sahib,,Industrial Areas,,15.1,,407.0,Gondpur Indl. Area,,2005-02-04
,25/2/2006,Assam,Guwahati,,Residential and others,3.0,20.5,89.0,245.0,Gopinath Nagar,,2006-02-25
247.0,1/5/2011,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,4.8,94.66666667,,"Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",,2011-05-01
,1/1/2005,Madhya Pradesh,Bhopal,,Industrial Areas,6.3,13.5,61.0,204.0,Govindpura,,2005-01-01
123.0,1/3/2004,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,Industrial Area,5.6,12.8,64.0,198.0,"Govindpura, AKUN, Bhopal",,2004-03-01
,31/10/2006,Maharashtra,Amravati,,Residential and others,9.8,13.2,,,Govt. Coll. of Engg.,,2006-10-31
,6/2/2005,Tamil Nadu,Chennai,,Industrial Areas,22.9,49.7,56.0,225.0,Govt. High School,,2005-02-06
71.0,1/4/2010,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,10.73333333,18.66666667,124.33333329999999,226.0,"Govt. High School, Manali, Chennai.",,2010-04-01
,1/3/2005,Maharashtra,Nagpur,,Residential and others,8.1,40.2,48.0,223.0,Govt. Poly. College,,2005-03-01
314.0,1/1/2004,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.2,21.2,33.0,151.0,"Govt.Polytechnic College,Nagpur.",,2004-01-01
,1/4/2005,Karnataka,Bangalore,,Industrial Areas,8.4,52.6,94.0,212.0,Graphite India,,2005-04-01
,4/1/2005,Madhya Pradesh,Nagda,,Residential and others,18.0,36.0,127.0,176.0,Grasim Kalyan Kendra,,2005-01-04
,1/4/2005,Rajasthan,Jodhpur,,Residential and others,6.9,21.1,99.0,427.0,HB,,2005-04-01
,1/4/2005,Madhya Pradesh,Bhopal,,Residential and others,7.2,15.7,75.0,251.0,Hamidia Road,,2005-04-01
122.0,1/1/2004,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.3,13.5,69.0,226.0,"Hamidia Road, M.P. Hastshilp Vikas Nigam, Bhopal",,2004-01-01
,1/3/2005,Assam,Guwahati,,Residential and others,4.0,9.8,119.0,175.0,Head Office,,2005-03-01
306.0,1/4/2010,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.11666667,25.68333333,52.33333333,119.0,"Highway (Project -I) Building, Madurai",,2010-04-01
,8/1/2005,Tamil Nadu,Madurai,,Residential and others,7.7,15.0,21.0,113.0,Highway Bldg.,,2005-01-08
,10/4/2005,Nagaland,Dimapur,,Residential and others,,,37.0,233.0,Hongkong Market,,2005-04-10
,1/11/2008,Himachal Pradesh,Baddi,,Residential and others,,7.5,112.0,226.0,Housing Board,,2008-11-01
,3/5/2005,West Bengal,Howrah,,Industrial Areas,8.0,112.0,45.0,101.0,Howrah MC,,2005-05-03
51,1/5/2004,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,19.0,27.0,162.67,263.0,I.P.C.L.,,2004-05-01
,1/4/2005,Chhattisgarh,Korba,,Residential and others,13.1,21.5,66.0,166.0,"I.T.I, Rampur",,2005-04-01
,1/3/2005,Odisha,Rourkela,,Residential and others,5.0,10.0,180.0,285.0,IDL Police Out-post,,2005-03-01
227.0,1/1/2004,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.2,128.0,188.67,"IDL Police Out-post, Sonaparbat, Rourkela",,2004-01-01
,11/1/2005,Andhra Pradesh,Visakhapatnam,,Sensitive Areas,10.0,30.9,89.0,183.0,INS-VIRBAHU,,2005-01-11
,1/1/2005,Odisha,Bhubaneshwar,,Residential and others,,14.0,98.0,198.0,IRC,,2005-01-01
177.0,1/1/2004,Punjab,Jalandhar,Punjab Pollution Control Board,"Residential, Rural and other Areas",11.0,30.0,295.0,,Inderson's Leather Pvt. Ltd.,,2004-01-01
,2/1/2005,Uttar Pradesh,Gajraula,,Residential and others,,,58.0,279.0,Indira Chowk,,2005-01-02
,2/10/2005,Chandigarh,Chandigarh,,Industrial Areas,,30.0,97.0,188.0,Industrial Area,,2005-10-02
70.0,1/5/2004,Odisha,Angul,Odisha State Pollution Control Board,Industrial Area,2.53,4.5,170.33,271.0,"Industrial Estate, Angul",,2004-05-01
,1/1/2005,Maharashtra,Nagpur,,Residential and others,8.7,43.4,70.0,235.0,Institution of Eng.,,2005-01-01
287.0,1/2/2004,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.7,20.3,114.0,295.0,Institution of Engineers.,,2004-02-01
,5/5/2005,Kerala,Kochi,,Industrial Areas,,14.7,48.0,109.0,Irumpanam,,2005-05-05
30.0,1/3/2010,Kerala,Kochi,Kerala State Pollution Control Board,Industrial Area,2.0,11.0,67.0,,"Irumpanam, Kochi",,2010-03-01
,6/6/2005,Uttar Pradesh,Agra,,Sensitive Areas,,,,,Itmad-ud-daulah,,2005-06-06
,1/3/2005,West Bengal,Kolkata,,Residential and others,14.0,56.0,404.0,,J.D. Park,,2005-03-01
,1/4/2005,Uttar Pradesh,Kanpur,,Industrial Areas,11.4,20.2,201.0,234.0,Jajmau,,2005-04-01
,1/5/2005,Delhi,Delhi,,Residential and others,8.0,39.0,93.0,216.0,Janakpuri,,2005-05-01
59,1/1/2004,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",,,179.33,398.0,"Janakpuri, Delhi",,2004-01-01
,1/3/2005,Andhra Pradesh,Hyderabad,,Residential and others,4.3,20.8,62.0,224.0,Jubilee Hills,,2005-03-01
41.0,1/2/2004,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,13.0,19.0,54.0,81.0,K.I.A.D.B. Bldg.,,2004-02-01
,2/2/2005,Karnataka,Mysore,,Industrial Areas,13.0,26.0,78.0,130.0,K.R. Circle,,2005-02-02
40.0,1/3/2004,Karnataka,Mysore,Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,18.0,48.0,73.0,"K.R.Circle, Visvesvaraya Bldg., Mysore",,2004-03-01
,1/4/2005,Karnataka,Bangalore,,Industrial Areas,6.6,33.5,64.0,207.0,KHB Indl Area,,2005-04-01
,2/3/2005,Karnataka,Mysore,,Industrial Areas,14.0,27.0,29.0,69.0,KSPCB Building,,2005-03-02
,12/8/2007,Daman & Diu,Daman,,Industrial Areas,10.3,18.3,99.0,234.0,Kadaiya Ind. Area,,2007-08-12
,2/2/2005,Chandigarh,Chandigarh,,Residential and others,4.2,18.6,82.0,114.0,Kaimbwala Village,,2005-02-02
,1/3/2007,Maharashtra,Mumbai,,Residential and others,9.9,78.6,104.0,362.0,Kalbadevi,,2007-03-01
,1/3/2005,Uttar Pradesh,Lucknow,,Residential and others,18.0,36.0,211.0,514.0,Kapoor Hotel,,2005-03-01
109.0,1/1/2004,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",22.1,32.7,173.0,270.0,"Kapoor Hotel, Hazratganj, Lucknow",,2004-01-01
,1/4/2005,West Bengal,Kolkata,,Residential and others,9.0,40.3,162.0,277.0,Kasba,,2005-04-01
,6/2/2005,Tamil Nadu,Chennai,,Industrial Areas,16.9,39.9,86.0,250.0,Kathivakkam,,2005-02-06
38.0,1/5/2010,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,9.6,17.16666667,73.33333333,149.66666669999998,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",,2010-05-01
,16-01-07,Maharashtra,Navi Mumbai,,Residential and others,77.2,25.8,113.0,225.0,Kharghar,,2007-01-16
,6/2/2005,Mizoram,Aizawl,,Residential and others,,,42.0,179.0,Khatla,,2005-02-06
450.0,02-01-15,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2.0,7.0,47.0,,"Khatla, M.G-Road, Roof Top of Mizoram SPCB",,2015-01-02
,1/3/2005,Uttar Pradesh,Kanpur,,Residential and others,16.6,23.0,134.0,336.0,Kidwai nagar,,2005-03-01
,1/1/2005,Maharashtra,Thane,,Residential and others,10.0,15.0,48.0,,Kopri,,2005-01-01
,7/7/2005,Madhya Pradesh,Indore,,Residential and others,8.7,18.3,,,Kothari Market,,2005-07-07
128.0,1/3/2004,Madhya Pradesh,Indore,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.0,35.0,154.0,494.0,"Kothari Market, M.G. Road, Indore",,2004-03-01
,4/2/2005,Kerala,Kottayam,,Residential and others,4.0,16.0,32.0,34.0,Kottayam,,2005-02-04
,6/2/2005,Kerala,Kozhikode,,Residential and others,,10.5,92.0,116.0,Kozhikode City,,2005-02-06
,8/2/2005,Tamil Nadu,Madurai,,Residential and others,8.9,24.1,62.0,225.0,Kunnathur Chatram,,2005-02-08
308.0,1/5/2010,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.1,25.03333333,60.66666667,138.33333330000002,"Kunnathur Chatram East Avani Mollai Street, Madurai",,2010-05-01
,8/3/2005,West Bengal,Durgapur (WB),,Industrial Areas,4.9,22.7,21.0,36.0,Kwality Hotel,,2005-03-08
,1/3/2005,Gujarat,Ahmedabad,,Residential and others,10.5,18.1,133.0,226.0,L.D. Eng. College,,2005-03-01
103,1/4/2010,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13.0,18.0,55.0,,"L.D. Engineering College, Ahmadabad",,2010-04-01
,1/6/2005,Odisha,Rayagada,,Industrial Areas,,11.6,105.0,186.0,LPS H. School,,2005-06-01
229.0,1/2/2004,Odisha,Rayagada,Odisha State Pollution Control Board,Industrial Area,2.0,6.82,79.0,112.67,"LPS High School, Jaykaypur",,2004-02-01
,6/2/2005,Mizoram,Aizawl,,Residential and others,,,28.0,37.0,Laipuitlang,,2005-02-06
451.0,02-01-15,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,31.0,,"Laipuitlang, Residence of Er. Dunglena, Chairman, MPCB",,2015-01-02
,1/4/2005,West Bengal,Kolkata,,Residential and others,17.5,88.6,206.0,370.0,Lal Bazar,,2005-04-01
163,1/1/2004,West Bengal,Kolkata,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",30.7,109.5,405.0,182.0,"Lal-Bazar, Dalhousie Square, Lal Bazzar Police Headquarter, Kolkata",,2004-01-01
SAMP,05-01-15,Gujarat,Bharuch,Gujarat State Pollution Control Board,RIRUO,13.0,21.0,82.0,,"Learning centre Saraswati Township of RIL,Bharuch",27.0,2015-01-05
,1/1/2008,Tamil Nadu,Chennai,,Industrial Areas,,,,,M C Thiruvottiyur,,2008-01-01
,1/4/2005,Rajasthan,Jodhpur,,Residential and others,6.4,19.7,71.0,252.0,M M Police Thane,,2005-04-01
,6/5/2009,Jammu & Kashmir,Jammu,,Residential and others,3.7,11.8,101.0,213.0,M.A. Stadium,,2009-05-06
,1/3/2005,Jharkhand,Jharia,,Industrial Areas,15.7,46.1,229.0,508.0,M.A.D.A.,,2005-03-01
,1/1/2007,Kerala,Kochi,,Residential and others,2.4,16.9,118.0,140.0,M.G. Road,,2007-01-01
,1/4/2005,Maharashtra,Chandrapur,,Industrial Areas,35.8,43.2,128.0,355.0,M.I.D.C.,,2005-04-01
281.0,1/1/2010,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,101.0,40.0,135.0,408.0,M.I.D.C. Chandrapur.,,2010-01-01
,7/5/2005,Madhya Pradesh,Indore,,Industrial Areas,12.3,22.0,,,M.P. Laghu Udyog,,2005-05-07
127.0,1/1/2004,Madhya Pradesh,Indore,Madhya Pradesh State Pollution Control Board,Industrial Area,14.0,27.0,103.0,397.0,"M.P. Laghu Udyog, Pologround, Indore",,2004-01-01
86.0,14-01-04,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,15.0,211.0,375.0,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",,2004-01-14
311.0,1/5/2010,Kerala,Palakkad,Kerala State Pollution Control Board,Industrial Area,6.91,7.74,46.05,115.93,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",,2010-05-01
,11/7/2006,Maharashtra,Greater Mumbai,,Residential and others,9.5,33.5,57.0,,M/S Chemiequip Ltd,,2006-07-11
258.0,1/1/2004,Uttar Pradesh,Ghaziabad,Uttar Pradesh State Pollution Control Board,Industrial Area,29.0,35.0,,32.0,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",,2004-01-01
302.0,1/1/2004,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",12.0,32.0,234.0,0.0,"M/s Modi Oil and General Mills, Mandi Gobindgarh",,2004-01-01
301.0,1/2/2004,Punjab,Gobindgarh,Punjab State Pollution Control Board,Industrial Area,8.0,34.0,223.0,0.0,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",,2004-02-01
,1/8/2005,Punjab,Jalandhar,,Residential and others,,,183.0,,MC Tube Well No.27,,2005-08-01
147.0,1/4/2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7.0,18.0,74.0,,"MG Road Bank Ernakulum, Kochi",,2010-04-01
,1/4/2005,Rajasthan,Jaipur,,Industrial Areas,4.8,16.7,131.0,205.0,MIA,,2005-04-01
,1/5/2005,Maharashtra,Nagpur,,Industrial Areas,,49.4,126.0,362.0,MIDC Industrial Area,,2005-05-01
165.0,1/3/2010,Maharashtra,Nagpur,National Environmental Engineering Research Institute,Industrial Area,27.0,22.0,199.0,326.0,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",,2010-03-01
,1/4/2005,Maharashtra,Nagpur,,Industrial Areas,10.6,52.7,85.0,246.0,MIDC Office,,2005-04-01
288.0,1/3/2004,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,10.3,17.7,74.7,254.0,"MIDC Office,Hingna Road,Nagpur",,2004-03-01
,1/3/2009,Maharashtra,Mahad,,Residential and others,9.0,21.5,165.0,265.0,"MNP, Phulle Hall",,2009-03-01
,16/06/2006,Maharashtra,Navi Mumbai,,Residential and others,,68.8,38.0,91.0,MSEB Power Station,,2006-06-16
,1/3/2005,Tamil Nadu,Chennai,,Residential and others,5.1,13.1,34.0,167.0,Madras Med. College,,2005-03-01
,20/5/2006,Madhya Pradesh,Ujjain,,Sensitive Areas,11.6,11.9,70.0,174.0,Mahakal Temple,,2006-05-20
,1/4/2005,Uttar Pradesh,Lucknow,,Residential and others,19.0,40.0,240.0,520.0,Mahanagar,,2005-04-01
,2/6/2006,Madhya Pradesh,Gwalior,,Residential and others,11.5,21.8,148.0,213.0,Maharaj Bada,,2006-06-02
,1/3/2005,Maharashtra,Nagpur,,Residential and others,,17.6,94.0,226.0,Maskasath,,2005-03-01
,1/4/2005,Delhi,Delhi,,Industrial Areas,10.9,62.9,203.0,384.0,Mayapuri Indl. Area,,2005-04-01
,1/3/2005,Punjab,Ludhiana,,Industrial Areas,16.8,32.8,274.0,,Milk Plant,,2005-03-01
,1/3/2006,West Bengal,Kolkata,,Residential and others,18.7,106.3,187.0,328.0,Minto Park,,2006-03-01
106.0,1/6/2004,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,Industrial Area,2.0,20.0,,412.0,"Modern Foods, Industrial Area, Chandigarh",,2004-06-01
,1/1/2005,Punjab,Gobindgarh,,Residential and others,10.7,38.0,284.0,,Modi Oil & GM,,2005-01-01
,1/2/2006,West Bengal,Kolkata,,Residential and others,29.6,146.1,221.0,397.0,Moulali,,2006-02-01
,3/9/2005,Rajasthan,Kota,,Residential and others,6.1,15.8,67.0,250.0,Municipal C. Bldg,,2005-09-03
,1/3/2005,Maharashtra,Greater Mumbai,,Industrial Areas,33.2,39.0,140.0,,Municipal Council,,2005-03-01
565,02-01-15,Himachal Pradesh,Nalagarh,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2.0,21.0,108.0,,Municipal Council MC,,2015-01-02
,4/12/2006,Madhya Pradesh,Singrauli,,Residential and others,,,64.0,283.0,"N.T.P.C., Vidyanagar",,2006-12-04
144,1/4/2011,Delhi,Delhi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,38.0,144.0,,"N.Y. SCHOOL, Sarojini Nagar, Delhi",,2011-04-01
,1/7/2005,Delhi,Delhi,,Residential and others,,69.0,192.0,287.0,N.Y. School,,2005-07-01
,1/3/2005,Odisha,Angul,,Residential and others,,18.4,116.0,179.0,NALCO Township,,2005-03-01
231.0,1/5/2004,Odisha,Angul,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2.0,9.27,104.67,164.67,"NALCO Township, Angul",,2004-05-01
,1/3/2005,Tamil Nadu,Chennai,,Residential and others,5.1,13.1,34.0,172.0,NEERI CSIR Campus,,2005-03-01
,1/3/2005,Maharashtra,Nagpur,,Residential and others,,7.2,73.0,209.0,NEERI Lab,,2005-03-01
167.0,1/5/2010,Maharashtra,Nagpur,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,75.0,132.0,102.0,"NEERI Lab, Nehru Marg, National Highway No. 7,Nagpur",,2010-05-01
160.0,1/2/2004,Tamil Nadu,Chennai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.42,6.67,45.33,107.33,"NEERI, CSIR Campus Chennai",,2004-02-01
,1/3/2005,Maharashtra,Nashik,,Residential and others,41.2,31.0,67.0,148.0,NMC Building,,2005-03-01
,1/3/2005,Andhra Pradesh,Hyderabad,,Industrial Areas,6.7,29.2,37.0,99.0,Nacharam,,2005-03-01
151.0,1/4/2010,Andhra Pradesh,Hyderabad,National Environmental Engineering Research Institute,Industrial Area,4.0,17.0,29.0,,"Nacharam, Industrial Estate, Premises of IICT (APIDC), Hyderabad",,2010-04-01
,1/3/2005,Maharashtra,Chandrapur,,Residential and others,27.7,35.2,79.0,,Nagar Parishad,,2005-03-01
166.0,1/3/2010,Maharashtra,Nagpur,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.666666667,11.83333333,97.0,300.0,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",,2010-03-01
,6/3/2005,Kerala,Kozhikode,,Industrial Areas,,,102.0,126.0,Nallalam,,2005-03-06
,3/1/2005,Maharashtra,Pune,,Residential and others,28.0,40.0,182.0,358.0,Nalstop,,2005-01-03
,1/4/2005,Gujarat,Ahmedabad,,Industrial Areas,17.1,28.8,161.0,308.0,Naroda,,2005-04-01
101,1/5/2004,Gujarat,Ahmedabad,Gujarat State Pollution Control Board,Industrial Area,17.52,26.77,191.33,292.33,"Naroda, G.I.D.C., Ahmadabad",,2004-05-01
280.0,1/1/2004,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",31.0,26.0,38.0,86.0,Nasik Municipal Council Bldg. Nasik,,2004-01-01
,7/3/2005,West Bengal,Howrah,,Residential and others,9.1,51.9,40.0,66.0,Naskarpara,,2005-03-07
10,9/3/2004,West Bengal,Howrah,West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,61.1,62.0,139.0,"Naskarpara Pump House, Ghuseri, Howrah",,2004-03-09
,1/5/2005,Maharashtra,Thane,,Residential and others,6.0,18.0,49.0,,Naupada,,2005-05-01
,1/3/2005,Gujarat,Surat,,Residential and others,18.1,34.2,130.0,191.0,Near A.I. Office,,2005-03-01
23,1/5/2004,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",21.0,36.0,143.0,175.0,"Near Air India Office, Surat",,2004-05-01
,1/3/2005,Chhattisgarh,Korba,,Residential and others,13.4,21.3,58.0,218.0,Near Ghantaghar,,2005-03-01
,1/7/2006,Madhya Pradesh,Khajuraho,,Residential and others,,,59.0,76.0,Near Jain Temple,,2006-07-01
,1/3/2005,Goa,Panaji,,Residential and others,,14.0,126.0,171.0,Near Old GSPCB,,2005-03-01
,14/06/2006,Maharashtra,Navi Mumbai,,Residential and others,2.5,12.8,34.0,121.0,Nerul,,2006-06-14
,1/4/2005,Chhattisgarh,Raipur,,Residential and others,11.3,37.3,316.0,453.0,"New HIG - 9, Hirapur",,2005-04-01
,1/4/2005,Delhi,Delhi,,Residential and others,11.0,44.0,150.0,554.0,Nizamuddin,,2005-04-01
55,1/5/2004,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",,,136.0,323.0,"Nizamuddin, Delhi",,2004-05-01
,1/4/2005,Uttar Pradesh,Agra,,Industrial Areas,8.3,9.2,111.0,319.0,Nunhai,,2005-04-01
47,1/5/2004,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",22.0,35.0,190.67,293.0,Nyaymandir,,2004-05-01
,1/3/2005,Odisha,Bhubaneshwar,,Residential and others,,15.0,90.0,158.0,OSPCB Bldg,,2005-03-01
,1/1/2005,Himachal Pradesh,Damtal,,Residential and others,4.7,23.0,,205.0,Old Road,,2005-01-01
271,1/1/2004,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",5.0,17.0,,225.0,"Old Road, Damtal",,2004-01-01
,8/3/2005,West Bengal,Durgapur (WB),,Residential and others,4.4,18.4,14.0,29.0,PCBL Club,,2005-03-08
,1/4/2005,Puducherry,Pondicherry,,Industrial Areas,17.6,15.2,48.0,74.0,PIPDIC,,2005-04-01
93.0,1/2/2004,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,Industrial Area,25.0,17.0,71.0,76.0,"PIPDIC Ind. Estate Mettupalayam, Pondicherry",,2004-02-01
,1/3/2005,Punjab,Ludhiana,,Residential and others,25.8,40.8,283.0,,PPCB Office Bldg.,,2005-03-01
,5/3/2005,Kerala,Trivandrum,,Residential and others,6.4,25.0,60.0,68.0,PRS Hospital,,2005-03-05
,1/4/2005,Assam,Guwahati,,Residential and others,4.5,15.2,156.0,229.0,Paltanbazar,,2005-04-01
217.0,1/5/2004,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",3.8,25.5,220.0,,"Paltanbazar, Guwahati",,2004-05-01
,28-07-05,Andhra Pradesh,Visakhapatnam,,Residential and others,7.1,28.0,84.0,170.0,Panchayat Raj Office,,2005-07-28
234.0,1/1/2004,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",12.0,33.0,86.0,126.0,"Panchayat Raj office, Mindi, Visakhapatnam",,2004-01-01
SAMP,05-01-15,Gujarat,ANKLESHWAR,Gujarat State Pollution Control Board,RIRUO,13.0,20.0,82.0,,"Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",26.0,2015-01-05
,19/06/2006,Maharashtra,Navi Mumbai,,Residential and others,,25.5,44.0,,Panvel Res. Area,,2006-06-19
,21/11/2006,Maharashtra,Navi Mumbai,,Residential and others,7.8,55.0,123.0,189.0,Panvel Water Works,,2006-11-21
117,1/2/2004,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2.0,8.0,,243.0,Paonta Sahib,,2004-02-01
,1/4/2005,Andhra Pradesh,Hyderabad,,Residential and others,4.8,36.6,204.0,426.0,Paradise,,2005-04-01
,1/2/2007,Maharashtra,Mumbai,,Industrial Areas,9.2,52.9,95.0,318.0,Parel,,2007-02-01
170.0,1/6/2004,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,,,,189.3,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2004-06-01
,10/1/2009,Andhra Pradesh,Visakhapatnam,,Industrial Areas,4.5,27.0,49.0,118.0,Pedagantyada V,,2009-01-10
,31-01-05,Karnataka,Bangalore,,Industrial Areas,12.5,43.4,62.0,177.0,Peenya Indl. Area,,2005-01-31
,11/1/2005,Andhra Pradesh,Visakhapatnam,,Residential and others,14.2,38.3,294.0,456.0,Police Barracks,,2005-01-11
